province,adcode,model,bodyType,regYear,regMonth,salesVolume,date,popularity,newsReplyVolume,carCommentVolume
内蒙古,150000,11,2,2016,12,205,27,201,114,24
北京,110000,11,2,2016,12,439,27,443,114,24
四川,510000,11,2,2016,12,513,27,570,114,24
安徽,340000,11,2,2016,12,1047,27,329,114,24
山东,370000,11,2,2016,12,1844,27,709,114,24
山西,140000,11,2,2016,12,545,27,325,114,24
广东,440000,11,2,2016,12,373,27,659,114,24
广西,450000,11,2,2016,12,162,27,97,114,24
江苏,320000,11,2,2016,12,621,27,460,114,24
江西,360000,11,2,2016,12,266,27,111,114,24
河北,130000,11,2,2016,12,1460,27,506,114,24
河南,410000,11,2,2016,12,1100,27,574,114,24
浙江,330000,11,2,2016,12,260,27,445,114,24
湖北,420000,11,2,2016,12,534,27,212,114,24
湖南,430000,11,2,2016,12,535,27,185,114,24
福建,350000,11,2,2016,12,129,27,161,114,24
辽宁,210000,11,2,2016,12,371,27,248,114,24
重庆,500000,11,2,2016,12,335,27,122,114,24
陕西,610000,11,2,2016,12,360,27,271,114,24
黑龙江,230000,11,2,2016,12,312,27,275,114,24
上海,310000,0,3,2016,12,362,27,651,361,1283
云南,530000,0,3,2016,12,155,27,262,361,1283
内蒙古,150000,0,3,2016,12,59,27,428,361,1283
北京,110000,0,3,2016,12,521,27,815,361,1283
四川,510000,0,3,2016,12,474,27,921,361,1283
安徽,340000,0,3,2016,12,187,27,361,361,1283
山东,370000,0,3,2016,12,353,27,763,361,1283
山西,140000,0,3,2016,12,105,27,197,361,1283
广东,440000,0,3,2016,12,1007,27,1861,361,1283
广西,450000,0,3,2016,12,119,27,249,361,1283
江苏,320000,0,3,2016,12,1077,27,1096,361,1283
江西,360000,0,3,2016,12,152,27,228,361,1283
河北,130000,0,3,2016,12,182,27,528,361,1283
河南,410000,0,3,2016,12,223,27,608,361,1283
浙江,330000,0,3,2016,12,1024,27,1033,361,1283
湖北,420000,0,3,2016,12,274,27,390,361,1283
湖南,430000,0,3,2016,12,215,27,372,361,1283
福建,350000,0,3,2016,12,324,27,521,361,1283
辽宁,210000,0,3,2016,12,174,27,338,361,1283
重庆,500000,0,3,2016,12,217,27,219,361,1283
陕西,610000,0,3,2016,12,197,27,474,361,1283
黑龙江,230000,0,3,2016,12,53,27,284,361,1283
上海,310000,20,2,2016,12,225,27,1017,135,124
云南,530000,20,2,2016,12,176,27,553,135,124
内蒙古,150000,20,2,2016,12,86,27,426,135,124
北京,110000,20,2,2016,12,417,27,1622,135,124
四川,510000,20,2,2016,12,337,27,1620,135,124
安徽,340000,20,2,2016,12,174,27,702,135,124
山东,370000,20,2,2016,12,253,27,1464,135,124
山西,140000,20,2,2016,12,91,27,373,135,124
广东,440000,20,2,2016,12,512,27,2317,135,124
广西,450000,20,2,2016,12,109,27,315,135,124
江苏,320000,20,2,2016,12,734,27,2095,135,124
江西,360000,20,2,2016,12,138,27,370,135,124
河北,130000,20,2,2016,12,178,27,1031,135,124
河南,410000,20,2,2016,12,173,27,1203,135,124
浙江,330000,20,2,2016,12,595,27,1733,135,124
湖北,420000,20,2,2016,12,266,27,804,135,124
湖南,430000,20,2,2016,12,191,27,716,135,124
福建,350000,20,2,2016,12,205,27,741,135,124
辽宁,210000,20,2,2016,12,128,27,553,135,124
重庆,500000,20,2,2016,12,134,27,396,135,124
陕西,610000,20,2,2016,12,145,27,737,135,124
黑龙江,230000,20,2,2016,12,61,27,475,135,124
上海,310000,35,2,2016,12,474,27,1698,221,920
云南,530000,35,2,2016,12,215,27,971,221,920
内蒙古,150000,35,2,2016,12,74,27,599,221,920
北京,110000,35,2,2016,12,817,27,2983,221,920
四川,510000,35,2,2016,12,382,27,3028,221,920
安徽,340000,35,2,2016,12,177,27,1194,221,920
山东,370000,35,2,2016,12,336,27,2648,221,920
山西,140000,35,2,2016,12,100,27,644,221,920
广东,440000,35,2,2016,12,825,27,4132,221,920
广西,450000,35,2,2016,12,114,27,520,221,920
江苏,320000,35,2,2016,12,1007,27,3710,221,920
江西,360000,35,2,2016,12,108,27,694,221,920
河北,130000,35,2,2016,12,219,27,1875,221,920
河南,410000,35,2,2016,12,262,27,2181,221,920
浙江,330000,35,2,2016,12,908,27,3409,221,920
湖北,420000,35,2,2016,12,356,27,1442,221,920
湖南,430000,35,2,2016,12,192,27,1202,221,920
福建,350000,35,2,2016,12,256,27,1272,221,920
辽宁,210000,35,2,2016,12,227,27,1016,221,920
重庆,500000,35,2,2016,12,194,27,714,221,920
陕西,610000,35,2,2016,12,216,27,1309,221,920
黑龙江,230000,35,2,2016,12,85,27,780,221,920
上海,310000,41,0,2016,12,262,27,4704,76,125
云南,530000,41,0,2016,12,59,27,2311,76,125
内蒙古,150000,41,0,2016,12,37,27,2252,76,125
北京,110000,41,0,2016,12,226,27,6803,76,125
四川,510000,41,0,2016,12,223,27,8713,76,125
安徽,340000,41,0,2016,12,121,27,3431,76,125
山东,370000,41,0,2016,12,199,27,7369,76,125
山西,140000,41,0,2016,12,33,27,1792,76,125
广东,440000,41,0,2016,12,384,27,11790,76,125
广西,450000,41,0,2016,12,40,27,1473,76,125
江苏,320000,41,0,2016,12,591,27,10706,76,125
江西,360000,41,0,2016,12,85,27,2028,76,125
河北,130000,41,0,2016,12,161,27,6284,76,125
河南,410000,41,0,2016,12,163,27,6225,76,125
浙江,330000,41,0,2016,12,567,27,9904,76,125
湖北,420000,41,0,2016,12,142,27,3619,76,125
湖南,430000,41,0,2016,12,124,27,3159,76,125
福建,350000,41,0,2016,12,127,27,3171,76,125
辽宁,210000,41,0,2016,12,83,27,2617,76,125
重庆,500000,41,0,2016,12,67,27,1709,76,125
陕西,610000,41,0,2016,12,82,27,3879,76,125
黑龙江,230000,41,0,2016,12,45,27,2228,76,125
上海,310000,53,3,2016,12,492,27,6172,10,4045
云南,530000,53,3,2016,12,154,27,3632,10,4045
内蒙古,150000,53,3,2016,12,109,27,3546,10,4045
北京,110000,53,3,2016,12,576,27,10555,10,4045
四川,510000,53,3,2016,12,526,27,13829,10,4045
安徽,340000,53,3,2016,12,307,27,5320,10,4045
山东,370000,53,3,2016,12,378,27,11527,10,4045
山西,140000,53,3,2016,12,83,27,3069,10,4045
广东,440000,53,3,2016,12,912,27,17051,10,4045
广西,450000,53,3,2016,12,68,27,2250,10,4045
江苏,320000,53,3,2016,12,1028,27,14272,10,4045
江西,360000,53,3,2016,12,208,27,3342,10,4045
河北,130000,53,3,2016,12,340,27,9770,10,4045
河南,410000,53,3,2016,12,239,27,10316,10,4045
浙江,330000,53,3,2016,12,1300,27,14903,10,4045
湖北,420000,53,3,2016,12,331,27,5217,10,4045
湖南,430000,53,3,2016,12,310,27,5081,10,4045
福建,350000,53,3,2016,12,176,27,4586,10,4045
辽宁,210000,53,3,2016,12,261,27,4621,10,4045
重庆,500000,53,3,2016,12,157,27,2711,10,4045
陕西,610000,53,3,2016,12,205,27,6292,10,4045
黑龙江,230000,53,3,2016,12,145,27,3836,10,4045
上海,310000,42,2,2016,12,507,27,3416,16,111
云南,530000,42,2,2016,12,225,27,2044,16,111
内蒙古,150000,42,2,2016,12,169,27,2111,16,111
北京,110000,42,2,2016,12,450,27,4820,16,111
四川,510000,42,2,2016,12,394,27,6100,16,111
安徽,340000,42,2,2016,12,310,27,2726,16,111
山东,370000,42,2,2016,12,507,27,5327,16,111
山西,140000,42,2,2016,12,97,27,1529,16,111
广东,440000,42,2,2016,12,895,27,8311,16,111
广西,450000,42,2,2016,12,124,27,1122,16,111
江苏,320000,42,2,2016,12,1154,27,7264,16,111
江西,360000,42,2,2016,12,178,27,1678,16,111
河北,130000,42,2,2016,12,378,27,4471,16,111
河南,410000,42,2,2016,12,308,27,4496,16,111
浙江,330000,42,2,2016,12,1169,27,7040,16,111
湖北,420000,42,2,2016,12,378,27,2992,16,111
湖南,430000,42,2,2016,12,309,27,2676,16,111
福建,350000,42,2,2016,12,293,27,2485,16,111
辽宁,210000,42,2,2016,12,213,27,1903,16,111
重庆,500000,42,2,2016,12,130,27,1238,16,111
陕西,610000,42,2,2016,12,174,27,2792,16,111
黑龙江,230000,42,2,2016,12,85,27,1895,16,111
上海,310000,50,2,2016,12,748,27,4763,109,212
云南,530000,50,2,2016,12,344,27,3044,109,212
内蒙古,150000,50,2,2016,12,200,27,2965,109,212
北京,110000,50,2,2016,12,1050,27,7781,109,212
四川,510000,50,2,2016,12,641,27,9317,109,212
安徽,340000,50,2,2016,12,409,27,3503,109,212
山东,370000,50,2,2016,12,646,27,8293,109,212
山西,140000,50,2,2016,12,103,27,1994,109,212
广东,440000,50,2,2016,12,1829,27,13122,109,212
广西,450000,50,2,2016,12,255,27,1784,109,212
江苏,320000,50,2,2016,12,1430,27,9789,109,212
江西,360000,50,2,2016,12,247,27,2375,109,212
河北,130000,50,2,2016,12,527,27,6220,109,212
河南,410000,50,2,2016,12,502,27,6915,109,212
浙江,330000,50,2,2016,12,1500,27,9212,109,212
湖北,420000,50,2,2016,12,526,27,4698,109,212
湖南,430000,50,2,2016,12,505,27,4068,109,212
福建,350000,50,2,2016,12,358,27,3648,109,212
辽宁,210000,50,2,2016,12,454,27,3188,109,212
重庆,500000,50,2,2016,12,244,27,1994,109,212
陕西,610000,50,2,2016,12,346,27,4159,109,212
黑龙江,230000,50,2,2016,12,198,27,2965,109,212
上海,310000,24,3,2016,12,576,27,3724,881,4157
云南,530000,24,3,2016,12,257,27,1795,881,4157
内蒙古,150000,24,3,2016,12,80,27,1197,881,4157
北京,110000,24,3,2016,12,816,27,5215,881,4157
四川,510000,24,3,2016,12,593,27,6441,881,4157
安徽,340000,24,3,2016,12,385,27,2688,881,4157
山东,370000,24,3,2016,12,440,27,4930,881,4157
山西,140000,24,3,2016,12,103,27,1064,881,4157
广东,440000,24,3,2016,12,1319,27,9500,881,4157
广西,450000,24,3,2016,12,167,27,1206,881,4157
江苏,320000,24,3,2016,12,1160,27,7191,881,4157
江西,360000,24,3,2016,12,200,27,1482,881,4157
河北,130000,24,3,2016,12,283,27,3933,881,4157
河南,410000,24,3,2016,12,350,27,4503,881,4157
浙江,330000,24,3,2016,12,1724,27,8256,881,4157
湖北,420000,24,3,2016,12,283,27,2565,881,4157
湖南,430000,24,3,2016,12,374,27,2631,881,4157
福建,350000,24,3,2016,12,346,27,2489,881,4157
辽宁,210000,24,3,2016,12,186,27,1833,881,4157
重庆,500000,24,3,2016,12,253,27,1510,881,4157
陕西,610000,24,3,2016,12,174,27,3021,881,4157
黑龙江,230000,24,3,2016,12,76,27,1311,881,4157
上海,310000,27,1,2016,12,825,27,4527,235,1863
云南,530000,27,1,2016,12,1393,27,4964,235,1863
内蒙古,150000,27,1,2016,12,405,27,2466,235,1863
北京,110000,27,1,2016,12,852,27,10491,235,1863
四川,510000,27,1,2016,12,1509,27,12146,235,1863
安徽,340000,27,1,2016,12,2601,27,4995,235,1863
山东,370000,27,1,2016,12,5360,27,14394,235,1863
山西,140000,27,1,2016,12,1442,27,5682,235,1863
广东,440000,27,1,2016,12,8421,27,31223,235,1863
广西,450000,27,1,2016,12,6171,27,6400,235,1863
江苏,320000,27,1,2016,12,3757,27,12083,235,1863
江西,360000,27,1,2016,12,1319,27,2997,235,1863
河北,130000,27,1,2016,12,2863,27,11302,235,1863
河南,410000,27,1,2016,12,9539,27,23917,235,1863
浙江,330000,27,1,2016,12,2646,27,11459,235,1863
湖北,420000,27,1,2016,12,1629,27,5401,235,1863
湖南,430000,27,1,2016,12,2352,27,5526,235,1863
福建,350000,27,1,2016,12,1086,27,4714,235,1863
辽宁,210000,27,1,2016,12,1039,27,4215,235,1863
重庆,500000,27,1,2016,12,514,27,2123,235,1863
陕西,610000,27,1,2016,12,1704,27,6775,235,1863
黑龙江,230000,27,1,2016,12,1045,27,5027,235,1863
上海,310000,4,3,2016,12,1483,27,2003,263,71
云南,530000,4,3,2016,12,567,27,754,263,71
内蒙古,150000,4,3,2016,12,789,27,1350,263,71
北京,110000,4,3,2016,12,488,27,2218,263,71
四川,510000,4,3,2016,12,1117,27,2728,263,71
安徽,340000,4,3,2016,12,705,27,1071,263,71
山东,370000,4,3,2016,12,1707,27,3773,263,71
山西,140000,4,3,2016,12,464,27,1022,263,71
广东,440000,4,3,2016,12,475,27,2181,263,71
广西,450000,4,3,2016,12,231,27,366,263,71
江苏,320000,4,3,2016,12,2181,27,3388,263,71
江西,360000,4,3,2016,12,495,27,652,263,71
河北,130000,4,3,2016,12,1229,27,2939,263,71
河南,410000,4,3,2016,12,1053,27,2679,263,71
浙江,330000,4,3,2016,12,1213,27,2079,263,71
湖北,420000,4,3,2016,12,440,27,777,263,71
湖南,430000,4,3,2016,12,749,27,988,263,71
福建,350000,4,3,2016,12,408,27,799,263,71
辽宁,210000,4,3,2016,12,210,27,633,263,71
重庆,500000,4,3,2016,12,295,27,464,263,71
陕西,610000,4,3,2016,12,1286,27,2154,263,71
黑龙江,230000,4,3,2016,12,228,27,879,263,71
上海,310000,1,3,2016,12,679,27,1586,46,1979
云南,530000,1,3,2016,12,293,27,396,46,1979
内蒙古,150000,1,3,2016,12,118,27,406,46,1979
北京,110000,1,3,2016,12,280,27,1021,46,1979
四川,510000,1,3,2016,12,404,27,1546,46,1979
安徽,340000,1,3,2016,12,201,27,9913,46,1979
山东,370000,1,3,2016,12,451,27,3092,46,1979
山西,140000,1,3,2016,12,95,27,396,46,1979
广东,440000,1,3,2016,12,268,27,3846,46,1979
广西,450000,1,3,2016,12,71,27,138,46,1979
江苏,320000,1,3,2016,12,669,27,8624,46,1979
江西,360000,1,3,2016,12,86,27,1268,46,1979
河北,130000,1,3,2016,12,272,27,1209,46,1979
河南,410000,1,3,2016,12,319,27,3162,46,1979
浙江,330000,1,3,2016,12,452,27,6968,46,1979
湖北,420000,1,3,2016,12,82,27,1824,46,1979
湖南,430000,1,3,2016,12,228,27,1427,46,1979
福建,350000,1,3,2016,12,139,27,1298,46,1979
辽宁,210000,1,3,2016,12,81,27,1179,46,1979
重庆,500000,1,3,2016,12,87,27,198,46,1979
陕西,610000,1,3,2016,12,238,27,1189,46,1979
黑龙江,230000,1,3,2016,12,48,27,366,46,1979
上海,310000,51,3,2016,12,317,27,217,315,632
云南,530000,51,3,2016,12,94,27,154,315,632
内蒙古,150000,51,3,2016,12,114,27,92,315,632
北京,110000,51,3,2016,12,954,27,557,315,632
四川,510000,51,3,2016,12,560,27,829,315,632
安徽,340000,51,3,2016,12,192,27,198,315,632
山东,370000,51,3,2016,12,714,27,619,315,632
山西,140000,51,3,2016,12,230,27,127,315,632
广东,440000,51,3,2016,12,1893,27,2718,315,632
广西,450000,51,3,2016,12,333,27,424,315,632
江苏,320000,51,3,2016,12,865,27,549,315,632
江西,360000,51,3,2016,12,280,27,228,315,632
河北,130000,51,3,2016,12,454,27,350,315,632
河南,410000,51,3,2016,12,300,27,538,315,632
浙江,330000,51,3,2016,12,787,27,573,315,632
湖北,420000,51,3,2016,12,566,27,541,315,632
湖南,430000,51,3,2016,12,412,27,456,315,632
福建,350000,51,3,2016,12,562,27,421,315,632
辽宁,210000,51,3,2016,12,340,27,203,315,632
重庆,500000,51,3,2016,12,846,27,301,315,632
陕西,610000,51,3,2016,12,126,27,220,315,632
黑龙江,230000,51,3,2016,12,107,27,103,315,632
上海,310000,22,2,2016,12,374,27,248,119,2767
云南,530000,22,2,2016,12,423,27,281,119,2767
内蒙古,150000,22,2,2016,12,619,27,269,119,2767
北京,110000,22,2,2016,12,1441,27,829,119,2767
四川,510000,22,2,2016,12,1078,27,1084,119,2767
安徽,340000,22,2,2016,12,273,27,225,119,2767
山东,370000,22,2,2016,12,1011,27,865,119,2767
山西,140000,22,2,2016,12,348,27,257,119,2767
广东,440000,22,2,2016,12,2562,27,2962,119,2767
广西,450000,22,2,2016,12,443,27,417,119,2767
江苏,320000,22,2,2016,12,857,27,586,119,2767
江西,360000,22,2,2016,12,382,27,260,119,2767
河北,130000,22,2,2016,12,1042,27,705,119,2767
河南,410000,22,2,2016,12,656,27,862,119,2767
浙江,330000,22,2,2016,12,970,27,625,119,2767
湖北,420000,22,2,2016,12,1458,27,936,119,2767
湖南,430000,22,2,2016,12,879,27,610,119,2767
福建,350000,22,2,2016,12,523,27,391,119,2767
辽宁,210000,22,2,2016,12,1105,27,414,119,2767
重庆,500000,22,2,2016,12,732,27,281,119,2767
陕西,610000,22,2,2016,12,618,27,402,119,2767
黑龙江,230000,22,2,2016,12,497,27,317,119,2767
上海,310000,37,3,2016,12,237,27,263,156,219
云南,530000,37,3,2016,12,271,27,266,156,219
内蒙古,150000,37,3,2016,12,195,27,145,156,219
北京,110000,37,3,2016,12,205,27,551,156,219
四川,510000,37,3,2016,12,560,27,1085,156,219
安徽,340000,37,3,2016,12,496,27,277,156,219
山东,370000,37,3,2016,12,599,27,757,156,219
山西,140000,37,3,2016,12,226,27,192,156,219
广东,440000,37,3,2016,12,1753,27,3558,156,219
广西,450000,37,3,2016,12,314,27,466,156,219
江苏,320000,37,3,2016,12,1176,27,729,156,219
江西,360000,37,3,2016,12,556,27,320,156,219
河北,130000,37,3,2016,12,435,27,459,156,219
河南,410000,37,3,2016,12,562,27,829,156,219
浙江,330000,37,3,2016,12,1102,27,790,156,219
湖北,420000,37,3,2016,12,526,27,626,156,219
湖南,430000,37,3,2016,12,627,27,629,156,219
福建,350000,37,3,2016,12,500,27,512,156,219
辽宁,210000,37,3,2016,12,299,27,234,156,219
重庆,500000,37,3,2016,12,317,27,309,156,219
陕西,610000,37,3,2016,12,242,27,302,156,219
黑龙江,230000,37,3,2016,12,126,27,174,156,219
上海,310000,3,3,2016,12,571,27,610,190,1743
云南,530000,3,3,2016,12,393,27,393,190,1743
内蒙古,150000,3,3,2016,12,631,27,372,190,1743
北京,110000,3,3,2016,12,980,27,1716,190,1743
四川,510000,3,3,2016,12,1536,27,2482,190,1743
安徽,340000,3,3,2016,12,750,27,610,190,1743
山东,370000,3,3,2016,12,5481,27,2502,190,1743
山西,140000,3,3,2016,12,1474,27,672,190,1743
广东,440000,3,3,2016,12,15317,27,10342,190,1743
广西,450000,3,3,2016,12,2693,27,1458,190,1743
江苏,320000,3,3,2016,12,3296,27,1799,190,1743
江西,360000,3,3,2016,12,1764,27,806,190,1743
河北,130000,3,3,2016,12,3796,27,1675,190,1743
河南,410000,3,3,2016,12,3130,27,2451,190,1743
浙江,330000,3,3,2016,12,2088,27,1727,190,1743
湖北,420000,3,3,2016,12,1562,27,1447,190,1743
湖南,430000,3,3,2016,12,3168,27,1634,190,1743
福建,350000,3,3,2016,12,1981,27,1303,190,1743
辽宁,210000,3,3,2016,12,3705,27,1147,190,1743
重庆,500000,3,3,2016,12,828,27,630,190,1743
陕西,610000,3,3,2016,12,722,27,723,190,1743
黑龙江,230000,3,3,2016,12,1064,27,537,190,1743
上海,310000,32,2,2016,12,272,27,185,89,1970
云南,530000,32,2,2016,12,383,27,61,89,1970
内蒙古,150000,32,2,2016,12,374,27,257,89,1970
北京,110000,32,2,2016,12,798,27,231,89,1970
四川,510000,32,2,2016,12,502,27,225,89,1970
安徽,340000,32,2,2016,12,449,27,126,89,1970
山东,370000,32,2,2016,12,1083,27,231,89,1970
山西,140000,32,2,2016,12,454,27,88,89,1970
广东,440000,32,2,2016,12,3119,27,802,89,1970
广西,450000,32,2,2016,12,316,27,116,89,1970
江苏,320000,32,2,2016,12,1057,27,225,89,1970
江西,360000,32,2,2016,12,414,27,51,89,1970
河北,130000,32,2,2016,12,778,27,200,89,1970
河南,410000,32,2,2016,12,1154,27,233,89,1970
浙江,330000,32,2,2016,12,819,27,226,89,1970
湖北,420000,32,2,2016,12,1497,27,178,89,1970
湖南,430000,32,2,2016,12,953,27,133,89,1970
福建,350000,32,2,2016,12,611,27,179,89,1970
辽宁,210000,32,2,2016,12,851,27,189,89,1970
重庆,500000,32,2,2016,12,208,27,46,89,1970
陕西,610000,32,2,2016,12,482,27,203,89,1970
黑龙江,230000,32,2,2016,12,549,27,190,89,1970
上海,310000,46,2,2016,12,456,27,1181,294,528
云南,530000,46,2,2016,12,442,27,1250,294,528
内蒙古,150000,46,2,2016,12,382,27,1388,294,528
北京,110000,46,2,2016,12,580,27,2686,294,528
四川,510000,46,2,2016,12,804,27,3840,294,528
安徽,340000,46,2,2016,12,503,27,1581,294,528
山东,370000,46,2,2016,12,1164,27,4682,294,528
山西,140000,46,2,2016,12,428,27,1339,294,528
广东,440000,46,2,2016,12,3730,27,6906,294,528
广西,450000,46,2,2016,12,417,27,794,294,528
江苏,320000,46,2,2016,12,1527,27,3805,294,528
江西,360000,46,2,2016,12,507,27,939,294,528
河北,130000,46,2,2016,12,797,27,3411,294,528
河南,410000,46,2,2016,12,1036,27,3667,294,528
浙江,330000,46,2,2016,12,1258,27,3384,294,528
湖北,420000,46,2,2016,12,1511,27,2369,294,528
湖南,430000,46,2,2016,12,737,27,1422,294,528
福建,350000,46,2,2016,12,779,27,1823,294,528
辽宁,210000,46,2,2016,12,602,27,2127,294,528
重庆,500000,46,2,2016,12,305,27,614,294,528
陕西,610000,46,2,2016,12,496,27,1671,294,528
黑龙江,230000,46,2,2016,12,422,27,2244,294,528
上海,310000,29,1,2016,12,348,27,313,46,397
云南,530000,29,1,2016,12,33,27,118,46,397
内蒙古,150000,29,1,2016,12,22,27,160,46,397
北京,110000,29,1,2016,12,511,27,590,46,397
四川,510000,29,1,2016,12,64,27,493,46,397
安徽,340000,29,1,2016,12,75,27,203,46,397
山东,370000,29,1,2016,12,341,27,861,46,397
山西,140000,29,1,2016,12,78,27,238,46,397
广东,440000,29,1,2016,12,1235,27,1442,46,397
广西,450000,29,1,2016,12,26,27,116,46,397
江苏,320000,29,1,2016,12,481,27,636,46,397
江西,360000,29,1,2016,12,37,27,100,46,397
河北,130000,29,1,2016,12,316,27,607,46,397
河南,410000,29,1,2016,12,209,27,631,46,397
浙江,330000,29,1,2016,12,375,27,582,46,397
湖北,420000,29,1,2016,12,62,27,194,46,397
湖南,430000,29,1,2016,12,44,27,158,46,397
福建,350000,29,1,2016,12,105,27,200,46,397
辽宁,210000,29,1,2016,12,187,27,447,46,397
重庆,500000,29,1,2016,12,27,27,63,46,397
陕西,610000,29,1,2016,12,46,27,212,46,397
黑龙江,230000,29,1,2016,12,65,27,363,46,397
上海,310000,58,2,2016,12,369,27,1460,25,451
云南,530000,58,2,2016,12,651,27,1989,25,451
内蒙古,150000,58,2,2016,12,234,27,1488,25,451
北京,110000,58,2,2016,12,382,27,3770,25,451
四川,510000,58,2,2016,12,839,27,5133,25,451
安徽,340000,58,2,2016,12,690,27,2072,25,451
山东,370000,58,2,2016,12,964,27,4855,25,451
山西,140000,58,2,2016,12,443,27,2003,25,451
广东,440000,58,2,2016,12,5547,27,13912,25,451
广西,450000,58,2,2016,12,665,27,1641,25,451
江苏,320000,58,2,2016,12,1139,27,4660,25,451
江西,360000,58,2,2016,12,625,27,1599,25,451
河北,130000,58,2,2016,12,830,27,4354,25,451
河南,410000,58,2,2016,12,920,27,4563,25,451
浙江,330000,58,2,2016,12,1424,27,5119,25,451
湖北,420000,58,2,2016,12,1347,27,3241,25,451
湖南,430000,58,2,2016,12,988,27,2559,25,451
福建,350000,58,2,2016,12,1043,27,2699,25,451
辽宁,210000,58,2,2016,12,600,27,2532,25,451
重庆,500000,58,2,2016,12,229,27,904,25,451
陕西,610000,58,2,2016,12,293,27,2072,25,451
黑龙江,230000,58,2,2016,12,322,27,2059,25,451
上海,310000,33,3,2016,12,516,27,1045,286,3864
云南,530000,33,3,2016,12,253,27,967,286,3864
内蒙古,150000,33,3,2016,12,238,27,1025,286,3864
北京,110000,33,3,2016,12,1094,27,2752,286,3864
四川,510000,33,3,2016,12,543,27,2941,286,3864
安徽,340000,33,3,2016,12,578,27,1136,286,3864
山东,370000,33,3,2016,12,1221,27,3687,286,3864
山西,140000,33,3,2016,12,605,27,1175,286,3864
广东,440000,33,3,2016,12,3747,27,6492,286,3864
广西,450000,33,3,2016,12,174,27,707,286,3864
江苏,320000,33,3,2016,12,1524,27,2811,286,3864
江西,360000,33,3,2016,12,409,27,668,286,3864
河北,130000,33,3,2016,12,1119,27,2661,286,3864
河南,410000,33,3,2016,12,866,27,3012,286,3864
浙江,330000,33,3,2016,12,1515,27,3155,286,3864
湖北,420000,33,3,2016,12,906,27,1538,286,3864
湖南,430000,33,3,2016,12,839,27,1311,286,3864
福建,350000,33,3,2016,12,638,27,1227,286,3864
辽宁,210000,33,3,2016,12,1395,27,2506,286,3864
重庆,500000,33,3,2016,12,213,27,499,286,3864
陕西,610000,33,3,2016,12,371,27,1292,286,3864
黑龙江,230000,33,3,2016,12,783,27,2058,286,3864
上海,310000,55,2,2016,12,291,27,2085,152,568
云南,530000,55,2,2016,12,95,27,1351,152,568
内蒙古,150000,55,2,2016,12,64,27,1281,152,568
北京,110000,55,2,2016,12,739,27,4353,152,568
四川,510000,55,2,2016,12,296,27,4482,152,568
安徽,340000,55,2,2016,12,125,27,1688,152,568
山东,370000,55,2,2016,12,356,27,4669,152,568
山西,140000,55,2,2016,12,51,27,1034,152,568
广东,440000,55,2,2016,12,572,27,5361,152,568
广西,450000,55,2,2016,12,46,27,761,152,568
江苏,320000,55,2,2016,12,301,27,3570,152,568
江西,360000,55,2,2016,12,92,27,1056,152,568
河北,130000,55,2,2016,12,131,27,2932,152,568
河南,410000,55,2,2016,12,187,27,3538,152,568
浙江,330000,55,2,2016,12,230,27,3023,152,568
湖北,420000,55,2,2016,12,184,27,1876,152,568
湖南,430000,55,2,2016,12,211,27,2058,152,568
福建,350000,55,2,2016,12,124,27,1538,152,568
辽宁,210000,55,2,2016,12,129,27,1340,152,568
重庆,500000,55,2,2016,12,160,27,1158,152,568
陕西,610000,55,2,2016,12,182,27,2053,152,568
黑龙江,230000,55,2,2016,12,77,27,1276,152,568
上海,310000,19,2,2016,12,388,27,709,38,23
云南,530000,19,2,2016,12,267,27,476,38,23
内蒙古,150000,19,2,2016,12,259,27,855,38,23
北京,110000,19,2,2016,12,370,27,1740,38,23
四川,510000,19,2,2016,12,691,27,2165,38,23
安徽,340000,19,2,2016,12,1253,27,1478,38,23
山东,370000,19,2,2016,12,1449,27,2312,38,23
山西,140000,19,2,2016,12,426,27,925,38,23
广东,440000,19,2,2016,12,1628,27,2558,38,23
广西,450000,19,2,2016,12,240,27,322,38,23
江苏,320000,19,2,2016,12,1908,27,2287,38,23
江西,360000,19,2,2016,12,733,27,693,38,23
河北,130000,19,2,2016,12,1158,27,2366,38,23
河南,410000,19,2,2016,12,1883,27,2707,38,23
浙江,330000,19,2,2016,12,2202,27,2593,38,23
湖北,420000,19,2,2016,12,749,27,855,38,23
湖南,430000,19,2,2016,12,744,27,963,38,23
福建,350000,19,2,2016,12,594,27,749,38,23
辽宁,210000,19,2,2016,12,256,27,722,38,23
重庆,500000,19,2,2016,12,172,27,330,38,23
陕西,610000,19,2,2016,12,325,27,1128,38,23
黑龙江,230000,19,2,2016,12,152,27,649,38,23
上海,310000,5,2,2016,12,96,27,1351,26,8
云南,530000,5,2,2016,12,182,27,2270,26,8
内蒙古,150000,5,2,2016,12,141,27,1994,26,8
北京,110000,5,2,2016,12,277,27,4523,26,8
四川,510000,5,2,2016,12,292,27,5374,26,8
安徽,340000,5,2,2016,12,384,27,2664,26,8
山东,370000,5,2,2016,12,596,27,5058,26,8
山西,140000,5,2,2016,12,67,27,1898,26,8
广东,440000,5,2,2016,12,84,27,5633,26,8
广西,450000,5,2,2016,12,50,27,1008,26,8
江苏,320000,5,2,2016,12,569,27,4771,26,8
江西,360000,5,2,2016,12,309,27,1611,26,8
河北,130000,5,2,2016,12,383,27,5548,26,8
河南,410000,5,2,2016,12,457,27,5312,26,8
浙江,330000,5,2,2016,12,453,27,5469,26,8
